0,APPROXIMATE,"Beijing, China",ChIJuSwU55ZS8DURiqkPryBWYrk,"Beijing,China",39.90419989999999,116.4073963,1,,OK,"locality,political"
1,APPROXIMATE,"Pyeongchang-gun, Gangwon-do, South Korea",ChIJ1wXyh-gtYjUR-Zdo4gjrijg,"Pyeongchang,South Korea",37.370474,128.3899769,1,,OK,"locality,political"
2,APPROXIMATE,"Sochi, Krasnodar Krai, Russia",ChIJI0SDEeHU9UAR-F1daoZhb24,"Sochi,Russia",43.60280789999999,39.7341543,1,,OK,"locality,political"
3,APPROXIMATE,"Vancouver, BC, Canada",ChIJs0-pQ_FzhlQRi_OBm-qWkbs,"Vancouver,Canada",49.2827291,-123.1207375,1,,OK,"locality,political"
4,APPROXIMATE,"Turin, Metropolitan City of Turin, Italy",ChIJJb4YZBJtiEcRv3ec1gP4A4k,"Torino,Italy",45.070312,7.686856499999999,1,,OK,"locality,political"
5,APPROXIMATE,"Salt Lake City, UT, USA",ChIJ7THRiJQ9UocRyjFNSKC3U1s,"Salt Lake City,United States",40.7607793,-111.8910474,1,,OK,"locality,political"
6,APPROXIMATE,"Nagano, Nagano Prefecture, Japan",ChIJmUQ05l2AHWARyJIoB3SpKPE,"Nagano,Japan",36.6485829,138.1947709,1,,OK,"locality,political"
7,APPROXIMATE,"Lillehammer, Norway",ChIJjSi196diakYRNO1bStM6JzI,"Lillehammer,Norway",61.1152713,10.4662306,1,,OK,"locality,political"
8,APPROXIMATE,"73200 Albertville, France",ChIJb3z1EwnDi0cRV4EOYVAVjRI,"Albertville,France",45.675535,6.392726,1,73200,OK,"locality,political"
9,APPROXIMATE,"Calgary, AB, Canada",ChIJ1T-EnwNwcVMROrZStrE7bSY,"Calgary,Canada",51.0486151,-114.0708459,1,,OK,"locality,political"
10,,,,"Sarajevo,Yugoslavia",,,0,,ZERO_RESULTS,
11,APPROXIMATE,"Lake Placid, NY 12946, USA",ChIJWzFivmPiykwRwtMl3eajLCg,"Lake Placid,United States",44.2794911,-73.9798713,1,12946,OK,"locality,political"
12,APPROXIMATE,"Innsbruck, Austria",ChIJc8r44c9unUcRDZsdKH0cIJ0,"Innsbruck,Austria",47.2692124,11.4041024,1,,OK,"locality,political"
13,APPROXIMATE,"Sapporo, Hokkaido, Japan",ChIJMzaXWnXUCl8R1bqHRp1-kzM,"Sapporo,Japan",43.0620958,141.3543763,1,,OK,"locality,political"
14,APPROXIMATE,"Grenoble, France",ChIJb76J1ov0ikcRmFOZbs0QjGE,"Grenoble,France",45.188529,5.724524,1,,OK,"locality,political"
15,APPROXIMATE,"Innsbruck, Austria",ChIJc8r44c9unUcRDZsdKH0cIJ0,"Innsbruck,Austria",47.2692124,11.4041024,1,,OK,"locality,political"
16,APPROXIMATE,"Olympic Valley, CA 96146, USA",ChIJYY7XjuvZm4ARTzFpkvy0uYQ,"Squaw Valley,United States",39.1969804,-120.2357055,1,96146,OK,"locality,political"
17,APPROXIMATE,"32043 Cortina d'Ampezzo, Province of Belluno, Italy",ChIJPwNH0jU0eEcRK-SSe0MwPN0,"Cortina d'Ampezzo,Italy",46.5404711,12.1356524,1,32043,OK,"locality,political"
18,APPROXIMATE,"Oslo, Norway",ChIJOfBn8mFuQUYRmh4j019gkn4,"Oslo,Norway",59.9138688,10.7522454,1,,OK,"locality,political"
19,APPROXIMATE,"St Moritz, Switzerland",ChIJexrAbQeChEcRJXjJPr3bnyc,"Sankt Moritz,Switzerland",46.4907973,9.8355079,1,,OK,"locality,political"
20,APPROXIMATE,"82467 Garmisch-Partenkirchen, Germany",ChIJKTOKk2ABnUcRgJyL161IHgQ,"Garmisch-Partenkirchen,Germany",47.4916945,11.0954984,1,82467,OK,"locality,political"
21,APPROXIMATE,"Lake Placid, NY 12946, USA",ChIJWzFivmPiykwRwtMl3eajLCg,"Lake Placid,United States",44.2794911,-73.9798713,1,12946,OK,"locality,political"
22,APPROXIMATE,"St Moritz, Switzerland",ChIJexrAbQeChEcRJXjJPr3bnyc,"Sankt Moritz,Switzerland",46.4907973,9.8355079,1,,OK,"locality,political"
23,APPROXIMATE,"74400 Chamonix, France",ChIJ5y7-LQZMiUcRgKO65CqrCAQ,"Chamonix,France",45.923697,6.869433,1,74400,OK,"locality,political"
